Record_ID,Split,Contrails,High_Pixels
1000216489776414077,train,False,0.0
1000603527582775543,train,True,8.51287841796875
1000660467359258186,train,True,1.0284423828125
100071707854144929,train,False,0.0
1000823728928031783,train,True,0.56304931640625
1000934780200790693,train,False,0.0
1001436206602675989,train,True,0.5615234375
10016536018877742,train,True,3.2257080078125
1001792196232384964,train,False,0.0
1002294268041839364,train,True,1.251220703125
1002860788164505892,train,False,0.0
1003469013039808123,train,True,0.3662109375
1003490578134896390,train,True,0.9674072265625
10038729395249389,train,False,0.0
1003994937842600998,train,True,1.177978515625
1004713532062164491,train,False,0.0
1004946886927737572,train,True,1.4068603515625
1006714073984511039,train,True,0.03662109375
1006793757071532139,train,False,0.0
1008059333185464192,train,True,0.8453369140625
1008228711816244046,train,False,0.0
1008786564566646931,train,False,0.0
1008927340998874780,train,False,0.0
1009826116837013927,train,False,0.0
1009978130200705421,train,False,0.0
1010442478196990831,train,True,3.45001220703125
1010450737335314351,train,False,0.0
1010494526449412435,train,False,0.0
1011991214639847439,train,False,0.0
1013942970059727329,train,False,0.0
1014013767105267825,train,True,0.77056884765625
1014219735188126584,train,False,0.0
1015004752231541787,train,True,0.29144287109375
1015192232086434694,train,True,1.32904052734375
1015638064991661829,train,False,0.0
1015795485129760073,train,False,0.0
1016299768525363991,train,True,0.12664794921875
1017161294763190782,train,False,0.0
101725507974209875,train,False,0.0
1017261498242457520,train,False,0.0
1017966561291686881,train,True,0.49591064453125
1018201077877280524,train,False,0.0
1019747901459344689,train,True,0.1373291015625
1019974467277094887,train,True,0.2716064453125
1020484857235954830,train,True,0.17852783203125
1020938970983127024,train,False,0.0
1020975421627541928,train,False,0.0
102129097533949528,train,False,0.0
1021472947691975676,train,False,0.0
1021537934095520750,train,True,0.15716552734375
1021669416575304841,train,True,3.375244140625
1022104514578519270,train,True,3.155517578125
102251599132794748,train,True,0.64239501953125
1022844578883577461,train,False,0.0
1023170669334151043,train,True,1.3916015625
1023779081293051446,train,True,0.5218505859375
1024040752866694570,train,True,1.1962890625
1025601557353712387,train,False,0.0
102688976802944165,train,True,0.2288818359375
1026930305418425156,train,True,4.8492431640625
1027498399937731739,train,False,0.0
1027621641022168838,train,True,1.6845703125
1028558144911794996,train,False,0.0
1028719538237845789,train,False,0.0
1028812987824095369,train,False,0.0
1028918171501282624,train,False,0.0
1029200331892438991,train,False,0.0
1029379057144333137,train,True,0.1190185546875
1029447653104848738,train,False,0.0
1029669746148696544,train,True,0.5279541015625
1030053475121369536,train,False,0.0
1030175938012644685,train,True,3.08074951171875
1030801092171329841,train,True,3.50341796875
1031727899627688055,train,False,0.0
1032264697118653131,train,False,0.0
103254557049333037,train,True,0.33416748046875
1032809161010157334,train,True,1.24664306640625
1033241944351009928,train,False,0.0
1034370718901915939,train,True,0.27008056640625
1034856057197571765,train,True,0.67291259765625
1035109812839179499,train,True,6.51092529296875
1035115825220543849,train,False,0.0
103545453988269646,train,False,0.0
1036514730419020672,train,False,0.0
1036652869903539526,train,False,0.0
1036781306679205924,train,True,1.12762451171875
103733959913984251,train,True,0.79498291015625
1037509194786240155,train,True,0.40130615234375
1037637192748343195,train,True,0.3570556640625
1039356812304113823,train,False,0.0
1039499017168698744,train,False,0.0
1040114145332266275,train,False,0.0
1040287858654931079,train,False,0.0
1040554858290084174,train,True,0.06866455078125
1041194727173890276,train,True,0.2593994140625
1041708881855568056,train,True,0.81939697265625
1042672147854789492,train,False,0.0
1043535019974112334,train,False,0.0
1044167602023431120,train,False,0.0
1044208670275475053,train,False,0.0
1045354530720906678,train,True,0.77056884765625
1045756772559720075,train,False,0.0
1045910853722873646,train,True,0.16632080078125
1045919570721429294,train,True,0.1007080078125
1045947705986958647,train,True,2.41851806640625
1047229739294854999,train,True,3.26385498046875
1048171913220185024,train,False,0.0
1048654221272409691,train,False,0.0
1048831601264846795,train,False,0.0
1048966600944720544,train,True,1.98822021484375
1048970725678096152,train,True,2.508544921875
1049134653476610220,train,True,0.360107421875
1049183165080046027,train,True,1.64794921875
1049216283658013554,train,False,0.0
1049872451167469840,train,False,0.0
1050440282423161021,train,False,0.0
1050988268696617688,train,False,0.0
1051517606496299489,train,False,0.0
1052351707485175242,train,False,0.0
1052422561156886093,train,True,0.25787353515625
1053245436137377543,train,False,0.0
1053261235359945194,train,True,0.23193359375
1053408106910412934,train,False,0.0
10534680566306659,train,True,0.1708984375
1053598789736221837,train,True,1.0406494140625
1054454853622190139,train,True,0.2044677734375
1054678621210041248,train,True,2.50701904296875
1055176564063898787,train,False,0.0
105522764589442078,train,True,0.848388671875
105560279715848497,train,False,0.0
1055836468751083476,train,True,1.55487060546875
